               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 154,            0.026313,           0.0076429,             0.00456,            0.099431,             0.59877,             0.15754,            0.065938,            0.015336,           0.0020917,          8.6801e-05,           0.0024265,           0.0024265,           0.0024265
                 155,            0.026203,           0.0077946,           0.0049049,            0.088657,             0.38889,             0.14121,            0.099863,            0.014873,            0.002142,          5.3052e-05,            0.002377,            0.002377,            0.002377
                 156,            0.028115,           0.0079763,           0.0041477,              0.1003,             0.59877,             0.14647,            0.075207,            0.015584,           0.0023037,          0.00011975,           0.0023275,           0.0023275,           0.0023275
                 157,            0.030075,           0.0084992,           0.0044254,             0.12581,             0.51164,             0.15089,            0.076544,             0.01627,           0.0023572,          0.00042391,            0.002278,            0.002278,            0.002278
                 158,            0.028835,           0.0081964,           0.0043891,            0.095242,             0.54167,             0.14046,             0.09566,            0.014715,           0.0022141,          0.00010381,           0.0022285,           0.0022285,           0.0022285
                 159,            0.029719,           0.0080905,           0.0042341,             0.11238,             0.48611,             0.14381,            0.076186,            0.015353,           0.0021522,          6.7286e-05,            0.002179,            0.002179,            0.002179
                 160,            0.027466,           0.0082556,           0.0045459,            0.070473,              0.3642,             0.10058,            0.070213,            0.015244,           0.0023902,            0.010749,           0.0021295,           0.0021295,           0.0021295
                 161,            0.029342,           0.0082271,           0.0044103,             0.11649,             0.58584,             0.13568,            0.078712,            0.015572,           0.0021393,          4.8639e-05,             0.00208,             0.00208,             0.00208
                 162,            0.028527,           0.0079062,           0.0049534,             0.10406,             0.58333,             0.14455,            0.070347,            0.015124,            0.002163,          3.4023e-05,           0.0020305,           0.0020305,           0.0020305
                 163,            0.028105,           0.0081532,           0.0046926,             0.10581,             0.46499,             0.13448,            0.086332,            0.014483,           0.0021181,          4.1982e-05,            0.001981,            0.001981,            0.001981
                 164,            0.028351,           0.0083207,           0.0044963,            0.097037,               0.625,             0.12044,            0.068821,            0.014397,           0.0023092,          7.0856e-05,           0.0019315,           0.0019315,           0.0019315
                 165,             0.02888,           0.0082148,           0.0043081,             0.10407,             0.61111,             0.14301,            0.076763,            0.015238,           0.0022972,          2.6274e-05,            0.001882,            0.001882,            0.001882
                 166,            0.025558,           0.0082868,           0.0040838,             0.11559,             0.61111,             0.15223,             0.11172,            0.014572,           0.0022023,          3.5538e-05,           0.0018325,           0.0018325,           0.0018325
                 167,            0.027106,           0.0079836,            0.004235,             0.11688,              0.5571,             0.14839,            0.080071,            0.015556,           0.0022724,          0.00051614,            0.001783,            0.001783,            0.001783
                 168,            0.026326,           0.0078869,           0.0038883,             0.10951,             0.57099,             0.16524,            0.082815,            0.015209,           0.0022428,           7.126e-05,           0.0017335,           0.0017335,           0.0017335
                 169,            0.026533,           0.0078621,           0.0044205,             0.10748,             0.56944,             0.15454,             0.10325,            0.013964,           0.0021606,          2.8561e-05,            0.001684,            0.001684,            0.001684
                 170,            0.028703,           0.0080502,           0.0046604,             0.10777,             0.56944,             0.14246,            0.068749,             0.01432,           0.0023255,          3.0631e-05,           0.0016345,           0.0016345,           0.0016345
                 171,            0.024855,           0.0077715,           0.0044728,            0.088472,               0.625,             0.12213,            0.071087,            0.013818,            0.002426,          3.5874e-05,            0.001585,            0.001585,            0.001585
                 172,            0.027321,           0.0082306,           0.0042491,             0.10234,             0.47222,             0.14456,             0.10587,            0.013988,           0.0021099,          3.0797e-05,           0.0015355,           0.0015355,           0.0015355
                 173,            0.024695,           0.0078334,           0.0040576,            0.096036,             0.47222,             0.13312,            0.087505,            0.014892,           0.0023246,          3.9794e-05,            0.001486,            0.001486,            0.001486
                 174,            0.028027,           0.0079534,           0.0042205,              0.1093,             0.53086,             0.13796,            0.072662,            0.015132,           0.0021128,           6.419e-05,           0.0014365,           0.0014365,           0.0014365
                 175,            0.027664,           0.0083337,           0.0040806,              0.1038,             0.54321,             0.15192,            0.085159,            0.015129,           0.0023375,          7.1463e-05,            0.001387,            0.001387,            0.001387
                 176,            0.025622,           0.0079767,           0.0041005,             0.10679,             0.58488,             0.15724,            0.086569,            0.015126,           0.0023317,          0.00020485,           0.0013375,           0.0013375,           0.0013375
                 177,            0.025796,            0.007978,           0.0046961,             0.10825,             0.58333,             0.14684,            0.086325,            0.014527,           0.0022272,          3.6151e-05,            0.001288,            0.001288,            0.001288
                 178,            0.027404,           0.0083111,           0.0043884,              0.1164,             0.56944,             0.13915,            0.075298,            0.015142,           0.0023111,          3.3466e-05,           0.0012385,           0.0012385,           0.0012385
                 179,            0.025181,           0.0080262,           0.0040978,             0.10311,             0.57253,              0.1464,            0.070667,            0.015138,           0.0024758,          4.0957e-05,            0.001189,            0.001189,            0.001189
                 180,            0.025599,           0.0083806,           0.0038541,             0.11257,             0.61111,             0.16602,             0.10034,             0.01457,           0.0022603,          3.0079e-05,           0.0011395,           0.0011395,           0.0011395
                 181,            0.023591,           0.0078769,            0.004064,             0.10508,             0.58333,             0.16264,            0.085805,            0.015384,           0.0024987,          3.2648e-05,             0.00109,             0.00109,             0.00109
                 182,            0.028716,           0.0080728,           0.0044323,            0.089053,             0.60671,             0.13412,            0.064027,            0.014659,           0.0023469,          2.9925e-05,           0.0010405,           0.0010405,           0.0010405
                 183,            0.024572,           0.0077773,           0.0042325,            0.093657,             0.25295,             0.12063,            0.091443,            0.014698,           0.0022513,           0.0048332,            0.000991,            0.000991,            0.000991
                 184,            0.021834,           0.0077892,           0.0045705,             0.10692,             0.54321,             0.14857,            0.076671,            0.014665,           0.0022558,          4.5706e-05,           0.0009415,           0.0009415,           0.0009415
                 185,            0.025159,           0.0076431,           0.0039759,             0.12666,             0.52778,             0.15365,            0.093447,            0.014516,           0.0021502,          9.6789e-05,            0.000892,            0.000892,            0.000892
                 186,            0.028385,           0.0079996,           0.0043678,             0.12371,             0.48611,             0.14427,            0.078153,            0.015032,            0.002147,          4.3054e-05,           0.0008425,           0.0008425,           0.0008425
                 187,            0.026622,           0.0084881,           0.0045912,             0.11697,             0.61111,             0.15033,            0.080162,            0.015042,           0.0023093,          2.8855e-05,            0.000793,            0.000793,            0.000793
                 188,            0.022094,           0.0079434,           0.0042457,             0.11076,             0.55556,             0.14661,            0.071291,            0.015514,           0.0024077,          2.5956e-05,           0.0007435,           0.0007435,           0.0007435
                 189,            0.024764,           0.0078967,           0.0050053,             0.12035,             0.50414,             0.14993,            0.072531,            0.015351,           0.0022191,          8.0246e-05,            0.000694,            0.000694,            0.000694
                 190,            0.023623,           0.0081268,           0.0037104,             0.11489,                 0.5,             0.14765,            0.080664,            0.015341,           0.0022561,          5.2235e-05,           0.0006445,           0.0006445,           0.0006445
                 191,             0.02663,           0.0078215,           0.0041387,             0.12412,             0.52778,              0.1491,             0.08624,            0.015398,           0.0022765,          4.0872e-05,            0.000595,            0.000595,            0.000595
                 192,            0.027988,           0.0079709,            0.004541,             0.12718,              0.5472,             0.15565,            0.093195,            0.015087,           0.0022724,          9.4787e-05,           0.0005455,           0.0005455,           0.0005455
                 193,            0.026807,           0.0078041,           0.0037456,             0.12296,             0.56944,             0.15647,            0.091752,            0.015558,           0.0022542,          0.00011607,            0.000496,            0.000496,            0.000496
                 194,            0.024564,           0.0076513,           0.0046748,             0.11562,             0.56944,             0.15906,            0.092057,            0.015128,           0.0021786,          5.4301e-05,           0.0004465,           0.0004465,           0.0004465
                 195,            0.025181,           0.0081109,           0.0036797,             0.12235,             0.54167,             0.14458,            0.081967,            0.015095,           0.0021735,          0.00011715,            0.000397,            0.000397,            0.000397
                 196,            0.024669,            0.007682,           0.0039914,             0.11933,             0.51427,              0.1442,            0.078443,             0.01533,           0.0021344,          0.00010993,           0.0003475,           0.0003475,           0.0003475
                 197,             0.02331,           0.0077152,           0.0038607,                0.12,             0.51389,             0.14908,            0.077625,            0.014957,           0.0021692,          6.5646e-05,            0.000298,            0.000298,            0.000298
                 198,            0.025325,            0.008044,           0.0037488,             0.12045,             0.51389,             0.15688,            0.086456,            0.015168,           0.0021689,          7.6642e-05,           0.0002485,           0.0002485,           0.0002485
                 199,              0.0256,           0.0077989,           0.0033429,             0.11212,             0.54167,             0.15045,            0.079396,            0.015122,           0.0021767,          5.1253e-05,            0.000199,            0.000199,            0.000199
